Spot,Latitude,Longtitude,Infos,Commentaires
مخرج ام الربيع,33.31787926548574,-8.340330272912972,,
سد الدورات-Sed dorat,32.93650952320969,-8.064331635832781,,
حجرة الكمنضار-Hajrat lcomandar,34.11029944849945,-6.7685128748416865,,
الدافعة,34.109435290638416,-6.770819239318367,,
الطرف الصغير,34.095045334887295,-6.7829642817378,,
بوزنقة القصبة,33.82772842289828,-7.1487129852175615,,
راس المون-Ras el moon,32.3130588148949,-9.256061576306813,,
مون مهدية-Moon Mehdya,34.26162739711888,-6.683174371719356,,
الكاب - El cap,32.5408358074124,-9.28468979895114,,
سيدهم الغزية-Cd el ghazya,32.21449852413973,-9.252416118979447,,
Tizanifin,30.577582418977112,-9.753270372748368,,
ازلض - Azeld,30.57492071306874,-9.751725420355788,,
ميرامار-Miramar,33.70911336958326,-7.376606874167912,,
الواد السخون-Wad sekhon,33.65598316323858,-7.480594106018535,,
Maison basque - الدار الباسكية,33.62059895238238,-7.537961192429059,,
La plage rouge,35.104745304966535,-2.480866648256777,,
الزوبية - Zoubia,35.14597959615583,-2.427168823778627,,
جنادة - Jenada,35.14659122534238,-2.426902949810026,,
راس الماء-Ras elma,35.148247618014246,-2.423706762492655,,
الوسعة - El wesaa,35.11779169215329,-2.319682650268076,,
مارينا السعيدية - Marina,35.11705369231135,-2.293372191488741,,
السكة - Sekka,33.60657148979943,-7.580635808408252,,
اولاد المهدي-Wlad elmahdi,34.59778226410635,-6.4485612139105735,,
Bhaybeh,31.793715644454824,-9.583965986967081,,
سد الامير عبدالله - B.Prince abdellah,30.770080999999994,-9.697144999999992,,
بحيرة تكركوست-Lac takerkoust,31.353232999999992,-8.141067999999994,,
بحيرة اوكيمدن-Lac okaimden,31.20757599999999,-7.853383999999993,,
المنصور الدهبي-Mansor dahbi,30.96319399999999,-6.755999999999993,,
بحيرة تامدا-Tamda,30.946518999999988,-6.802945999999995,,
فولارا - Folara,34.01201404075903,-6.865362077951427,,
مارينا - Marina,34.026652900109625,-6.821649111807341,,
الطبلة - Tabla,34.02761626737358,-6.827606968581671,,
الجرف - El jorf,34.01445328487613,-6.863018833100788,,
ميناء الصخيرات,33.87045508086754,-7.062129937112326,,
جزيرة الصخيرات,33.87336075865803,-7.059698849916453,,
جوهرة قرب الاميرة,33.88282426459188,-7.02730614691972,,
بولغاسول-Boughasoul,29.22609695258385,-10.337544679641715,,
السواني - Sewani,35.19962865386458,-3.862869143486019,,
اكلمان سيدهم علي,33.07307587821729,-4.996207058429714,,
سندباد - Sindibad,33.583223530712225,-7.698306329548352,,
عين الدياب-Ain dyab,33.59088781620524,-7.680621854960911,,
بوركون - Borguon,33.60473269240277,-7.640548981726166,,
ميناء اكادير,30.41918118786096,-9.643566347658624,,
سد لالهم تاكركوست,31.346925444146915,-8.134286329150193,,
الصابليت السيد,33.72635910811194,-7.344846501946442,,
الدزيرة مانسمان,33.71248749312436,-7.370669133961193,,
سد اويركان-Sad ouirgane,31.18103545505916,-8.083839341998091,,
بحيرة تيكلمامين,32.90531887589447,-5.342633798718449,,
ازلا الكف,35.54944901698523,-5.230887271463867,,
المريسة-Lamrissa,29.817863482026766,-9.828263930976386,,
الواليدية-El Walidya,32.7723173770405,-8.998161479830735,,
الحويرة,33.437229432095656,-8.069107644259923,,
الواد - El wad,33.75892775678958,-7.296996563673014,,
الشعاب,29.225036288761455,-10.33692173659801,,
افتاس - Aftass,28.827320522575665,-10.88638365268706,,
تيبودا - Tibouda,35.42553017415224,-2.9502830654382683,,
أولاد مصباح-Wlad misbah,34.798220433502735,-6.336915604770177,,
الصفاحة - Seffaha,35.686633268336735,-5.283982269465919,,
المسيد 102 - El msyd 102,26.553858370535213,-13.849005885422217,,
ستوديو - Studio,35.71804684199044,-5.335534326732152,,
Fin de la corniche,35.63900183184843,-5.276773832738395,,
الواد التاني,35.604181887786275,-5.264450423419472,,
القنار - El kennar,32.24012529533728,-9.260943196713916,,
صنديو - Sandio,31.519853528593675,-9.761474914848796,,
العوينة - Laawina,31.607357268949325,-9.686531648039812,,
الزاوية - Zawia,31.69684933431928,-9.675691500306122,,
الصويرية - Esswirya,32.051569735911855,-9.34180207550525,,
الواد - El wad,35.20551551709284,-2.8574112430214864,,
بني انصار-Bani Anssar,35.26161516975173,-2.919563725590703,,
الجزيرة - El jazira,35.20585795458455,-2.8571983426809293,,
Ocean,34.02709887910367,-6.850677989423269,,
المنزه - El manzah,33.97674152852021,-6.903683803975577,,
مولاهم عبدالله,34.125587447856404,-6.75564564764499,,
Maison basque,33.62023516458879,-7.543373890221114,,
الحوزية - El hawzya,33.25064955738247,-8.45007956027984,,
العلاوات - Laalawat,33.1608324195208,-8.629078790545456,,
الميزان - El mizan,33.13836086303847,-8.61623100936412,,
المنار - Lemnar,33.2591436793589,-8.526209034025664,,
سيدهم صالح 2,33.19495331174573,-8.598198853433125,,
سيدهم صالح-Cd saleh,33.190813783469316,-8.602464906871312,,
سيدهم الكرن - Cd El garn,28.62159230292918,-11.20175812393426,,
بلاج السبليوني,28.426627958256468,-11.392773650586593,,
ماريو - Mario,33.60775544793,-7.6169368252158085,,
حيت جامع,33.60487538560123,-7.639596462249748,,
الهواورة - Lehwawra,33.480207680677,-7.951836101710792,,
الخيرات,32.82162605230854,-8.928323127329342,,
الطشطيشا - Tachticha,33.218594027813445,-8.562475182116025,,
الروي,33.224752755673705,-8.555536307394497,,
سيدهم بونعايم,33.3762502423771,-8.2493470609188,,
سيدهم دريس-Cd driss,35.21957782573959,-3.549077175557611,,
سيدهم اعمار,35.20070699431552,-3.494659513235089,,
مرسى تاريست,35.204168490963426,-3.453065827488896,,
سيدهم حساين,35.19908345088072,-3.4455519542098014,,
عوبان,33.621752844715594,-7.5340860709547925,,
سد ويركان,31.18756917362334,-8.081748895347111,,
ميناء اكادير-Agadir port,30.41918118786096,-9.643566347658624,,
أورير - Aourir,30.502865569571476,-9.684580340981475,,
قادوس فوسفاط,32.2066795806576,-9.252733290195456,,
السويحل - Swihel,32.224053498882995,-9.252239763736714,,
جرف سخون,31.52591877395871,-9.755506329238417,,
حشالف - Hechalf,32.238710487843456,-9.259325489401808,,
فم الواد-Foum lwad,32.03119189228804,-9.349229782819739,,
Playa khira,23.700912189408267,-15.960218533873546,,
المعيرضات-Lamaairdat,26.639358793950635,-13.688130341470234,,
تاوارتا - Tawarta,23.836553224542865,-15.885782204568372,,
الحفرة - El hofra,23.9470664376091,-15.765622593462465,,
مرس الدار,35.21149700749367,-4.657163433730598,,
سد تامسنا-Sed tamsna,33.802618759787386,-6.948911212384695,,
دو فرني - Douferni,30.67855311781104,-9.880110695958129,,
الحرش - El harch,30.275853977846065,-9.623725377023211,,
ودي الشعر,27.80466148667275,-13.012309223413455,,
ستاسيون الواد الواعر,28.174848698352132,-11.88591118901967,,
قصر السعودي,30.461681743736612,-9.666635356843464,,
شاطئ عروس الابيض,31.380373092412615,27.095426023006425,,
كلايري - Klayri,35.14719270648705,-4.358331821858879,,
الكاريان - Karyan,35.209807661199314,-4.665660671889778,,
طابلا-Tabla Azmour,33.265477004753336,-8.29043045639991,,
لافاليز - lafalaiz ,33.71030763147579,-7.405272647738449,,
بيبي - Bibi,35.4765972706116,-5.106325820088382,,
لحجر - lahjar,35.29754957746018,-4.863067902624603,,
جرف - Jarf,35.30137524417866,-4.867575019598004,,
بونتا -Ponta,35.922377991608705,-5.401344336569305,,
ميدان الرماية,23.805813418803556,-15.88475089520215,,
الكاريطا - Karita,23.754342167429268,-15.925964713096608,,
الواد - El wad,33.48233380248742,-7.957141511142248,,
الدبوز - Deboz,33.47977982136843,-7.967549823224536,,
الحجرة - El hajra,33.48061176808361,-7.951336540281767,,
لابيسين - Lapisin,33.48237714652976,-7.957886494696132,,
الكدية - El kodya,35.15753233303113,-6.18501372635364,,
المريصة - Lamrisa,33.5313314315151,-7.8179335221648145,,
نويكة - Nwiga,27.958049344035942,-12.856541275978081,,
القزبر - Elkozber,26.546199629095245,-13.85971091687678,,
طبلة المعلمين,26.54092914855631,-13.86569894850253,,
البييب -  Lebwiyeb,33.460538510462165,-8.002129867672915,,
البورة - El bora,27.955768992545185,-12.862937338650216,,
ام الربيع,32.9163812099812,-5.68130929023027,,
اعريش - Aarich,29.05618670135978,-10.482160337269297,,
امخيريب - Amkhirib,28.491489736269028,-11.341856271028512,,
Lafiray OCP,33.6105862705816,-7.603953257203097,,
إمي اوقمور-Imi okamor,29.986706687400105,-9.727296866476529,,
Imin lbarikha,29.996750414496002,-9.722843393683426,,
العوجة - El aawja,33.531403537524746,-7.798695713281625,,
jack beach,33.53384504505747,-7.795805297791951,,
الراس الاحمر-Ras lahmar,33.50393210716291,-7.892154939472669,,
هاواي مولاهم بوسلهام-Hawai,34.8685849692732,-6.302458941936488,,
Dar bayta,35.7997173762312,-5.845779329538341,,
لالهم جميلة - La La jmila,35.79527416642325,-5.83150595426559,,
Taourta camping,23.798881288184962,-15.915397144854055,,
كركورة - Karkora,31.449741983570874,-9.795703254640095,,
المرسى الجديدة,33.61034446197991,-7.5833760201930955,,
سد محمد بن عبد الله,33.93108605899826,-6.751465760171408,,
الوالدية الكبرى,32.72989791747091,-9.052517116069785,,
جرف ولدية- Jref walidia,32.73798572404715,-9.044952280819409,,
بحر اسفي البلاية,32.31673782505055,-9.25192393362521,,
توفا - Jorf youdi ,32.28497282197818,-9.2481980100274,,
تموشيا - Tmouchya,30.128940686743004,-9.655359685420981,,
حجرة الرمل,30.109502887871187,-9.662031009793274,,
العدارة - Laadara,33.521624519430425,-7.850031182169909,,
الحجرة الواقفة,33.518974144648574,-7.853528447449201,,
القصبة - Kasbah,33.502192609447285,-7.892366498708721,,
ضهر لحمار,33.50582141592694,-7.884115353226653,,
النقبات - Nakbat,33.51382466083957,-7.875728085637086,,
مشاش - Mechach,33.515564483813996,-7.8599285334348625,,
عين دراق-Ain derak,32.43859437725207,-9.240503422915928,,
عين المشة-Ain El mecha,32.54127559503692,-9.284554347395888,,
هوارة - Howara,35.800970697721425,-5.750015079975124,,
برج الناضور,32.345542786480834,-9.28138229995965,,
السريرة - Serira,32.730185883848826,-9.051857627928246,,
القصيعة - legsiaa,32.73598167926839,-9.046900235116473,,
حجرة الحمام,32.72736005014862,-9.055268056690684,,
اطلانتيك - Atlantic,33.60831335463941,-7.649741917848581,,
القوس - El kaws,30.906766520716197,-9.817292690277093,,
مرشطة ترغة,35.38217105073955,-4.996406547725197,,
ازنتي,35.37651271210558,-4.990031272172924,,
الزاوية ترغة,35.40322224881091,-5.016793683171268,,
سيدهم البشير-Tmadalt Cd lbachir,35.08921955556131,-2.5293157249689076,,
هشم العنزة,32.393291834951995,15.159490294754509,,
إدنروك,33.60564832625896,-7.659756615757937,,
El koura,34.003047680997106,-6.874769926071161,,
بليبلات - Bliblat,27.655251302406857,-13.179304897785176,,
واد اريش,27.63630545840176,-13.189172074198714,,
Santafi!,35.90296258563713,-5.295203961431976,,
واد سبو - Wad sebou,34.261397960067015,-6.680787205696099,,
كراكيب - Krakib,28.103267803547034,-12.046355567872517,,
الباركو - El barko,28.099995903804995,-12.048546597361554,,
صفاية - Sefaya,28.08892340764858,-12.078989334404456,,
مقلع بن عبيد,33.492749730866684,-7.874576747417439,,
جليك,33.097689263160326,-8.647862635552876,,
قادوس السعادة,33.623859572709634,-7.532158233225338,,
ضاية البوري,33.61534886826124,-7.562962733209128,,
البيوت حدا البحرية,33.61618006913001,-7.56006728857755,,
Tarifa,35.82904138425065,-5.658599361777301,,
قنقوش 2 - Kankouch 2,35.8345800172261,-5.696066133677955,,
السيوانة,34.12358188469397,-6.7579885572195,,
روكي - Roki,33.61276195903844,-7.605416737496847,,
الجماعة - Jamaa,33.62032450632274,-7.592646740376941,,
الكليتة - El glyta,34.14470923783867,-6.740898527204985,,
الفالورة,33.160924480062896,-8.629174008965487,,
عيايط,35.07395207318447,-2.0322269573807716,,
برجامة,34.0310003312178,-6.834807023406023,,
راس المون-Ras lmoon,34.03766581144089,-6.8401110917329735,,
طويطة,34.03367631077148,-6.835401132702823,,
الحجرات - El hajrat,33.9327481790716,-6.954739317297928,,
Ras batil,35.19514746991765,-6.1666245013475365,,
الشريط - Charit,33.92301200575427,-6.969804950058453,,
كهف الحمام-Kahf lehmam,27.69669344621424,-13.162359707057467,,
إمسوان 2 - Imswan 2,30.839932526570124,-9.812830835580819,,
lmghred,33.974275899759576,-6.9065594673156685,,
الفوندو الصغير,23.591587607033368,-15.894019268453107,,
الفوندو الكبير,23.57963886697103,-15.900922939181314,,
قرية الصيد شيكا - Chika,23.209734814478605,-16.114124357700337,,
بوطويل - Botwil,34.11943155565012,-6.760718375444406,,
الميدة - El mida,34.12146386286994,-6.759637109935278,,
غابة سيدهم عابد,33.07374173453201,-8.668452948331826,,
Calaris,35.15215571576201,-4.365397095680234,,
Cd yahya aarab ,35.30499333045964,-4.868410192430016,,
Marsedda jebha ,35.213251786611494,-4.6548681333661035,,
Amejri ,35.54803788587828,-5.236098133027549,,
لامارين الشميشة-Lamarine,33.617500983544424,-7.561486847698683,,
القرية (الواد),35.21071383672957,-2.854479588568208,,
قموم نيغزا (الواد),35.21140798006791,-2.858049273490903,,
القصب - El ksab,33.82833670613978,-7.13592924177646,,
صنوبر - Sanawbar,33.78910750827671,-7.251875102519984,,
Barrage Bab Louta,34.014166760004066,-4.3337721750140155,,
نامر,32.3937000700377,-9.267308078706256,,
الصمعة,32.39091797647768,-9.270148873329157,,
باصريرة,32.37491424933821,-9.286344051361075,,
تيسوفارس,32.33939540762812,-9.282361641526217,,
السطح العالي,32.32265101637994,-9.263443015515797,,
تامرنوت - Tamernout,35.520482437719245,-5.16814604401588,,
لملج,32.51641460517383,-9.271294176578515,,
الحسن 2,33.60524817395838,-7.6454792171716655,,
Ain gedida,33.55580461323245,-7.7464489638805345,,
Golden beach,35.68679257412311,-5.322354286909099,,
تبحيرت - Tibhirt,34.046118187406506,-6.830756552517408,,
مولاهم يوسف البراكة - M.youssef,33.6180970775857,-7.593486607074733,,
المعكوف,30.851226115305305,-9.824899099767201,,
بوكجدي - Bogejdi,32.49949633519046,-9.253764934837811,,
كراب - Crap,33.93806535451063,-6.724932678043837,,
Black bass,33.95404242108281,-6.721208095550531,,
الزبارات-Zebarrat,30.07013184441308,-9.678361639380448,,
اسراك - Assarag,29.874763794043602,-9.790365993976582,,
شاطئ اسفي,32.319611168590704,-9.253647588193408,,
سيدهم عبد الرحمان,32.322265976526154,-9.186003617942324,,
لعلوا - Laalwa,28.15756208781387,-11.931040026247489,,
Ighzer bokana,35.20838729014683,-2.859374620020387,,
قهوة السرغيني-Cafe serghini,27.984636758914206,-12.651553116738786,,
جرف طرفاية,27.963499781216974,-12.832532823085774,,
بيبلو - Bibloo,27.95288472314499,-12.917638979852187,,
Alkarna,34.04952790365214,-6.827836297452442,,
مرسدار,35.212448910020534,-4.655973538756367,,
فم التمساح,35.90799258345776,-5.429203771054741,,
واد الكراع -Wad kraa ,24.69947524538607,-14.885002411901935,,
قرب طرفايه,27.92275121570646,-12.957891225814812,,
البرج - El borj,30.881129825661784,-9.811873622238627,,
La grande - واد لاكروند,32.73770652546402,-9.042771644890301,,
La petite,32.74270686782887,-9.031868465244763,,
Cap blanc,33.161340435331695,-8.629430495202534,,
الفوسفاط,33.61024142785462,-7.602868638932699,,
سطيحة - Styha,33.81467881402055,-7.177146747708314,,
واد اليان,35.83105127641927,-5.643410012125964,,
Mwimat,35.83577570885071,-5.627946071326728,,
ضهر الشويخ,35.839427906505996,-5.5788123607635445,,
واد المرسى-Wad el marsa,35.912071584027636,-5.451012477278705,,
بوهندية-Bohandya,35.78823751084079,-5.92944916337728,,
Zhani,35.79718239217888,-5.838499478995795,,
موقع 96,26.61873947889473,-13.722265809774392,,
رأس كوربينا-Ras corbina,26.575012025213848,-13.806043602526174,,
الكياص - EL kayas,26.429661756698007,-14.106483533978457,,
دار الركيبي-Dar regibi,29.29627500057759,-10.235525518655766,,
البراج-baraj,33.95915831997178,-6.721342876553531,,
الرأس الاسود,35.686370753492156,-5.274074859917158,,
إيعلى,34.02530022176,-6.85298234224319,,
الصباط,34.0252604858128,-6.852947473525995,,
المحارب,34.02600212780202,-6.85188934206962,,
بحيرة بوشهدة-Bouchehda,33.397408914523815,-5.390585660934443,,
آيت الحاج,32.911940623807624,-5.081710852682586,,
واد سيدهم عدي,33.39966358371841,-5.32689224928617,,
الصخرة البيضاء,33.99132225317899,-6.888631582260126,,
بينتاخة-Pintakha,34.02281738400777,-6.854463592171662,,
معيرضات - Lamaairdat,26.815593851408973,-13.528005145490159,,
ميناء المضيق,35.68541518126999,-5.313430242240425,,
Punta,35.92247383486953,-5.401148200035091,,
تامحروشت-Tamahroucht,29.55263281788689,-10.057419463992112,,
محكونة-Mehgouna,33.6496163398934,-7.488239407539364,,
سطح العراقي,33.94308124813029,-6.938055641949171,,
عند الصغير,33.94615633738673,-6.934682428836818,,
Imswan port,30.837538290003266,-9.821523539721957,,
مصيد الحمام - Ouddighen,30.80160979967868,-9.81279429048299,,
بحر الاخوان,34.08120526048635,-6.792478747665876,,
تاغريبث,35.10326302778438,-2.4856074526905996,,
الشاطئ الأحمر,35.106140606766346,-2.4800093472003915,,
فالورة - Falora,35.14623592719022,-2.4184684082865693,,
جوتي ميناء آسفي,32.312636047840684,-9.254665821790686,,
لمسيد - Lemsyd,26.55640547251593,-13.84439080953597,,
Selk lasarga,23.6866968097174,-15.972712934017164,,
Route mrkala,35.79225359911012,-5.819328390061851,,
El magerrad,33.97755449192687,-6.9027641415595955,,
تامازيغت-Tamazight,32.41767880216336,-9.248700588941565,,
لالهم تساوت-La La tassawt,32.541649808517384,-9.284952320158473,,
غار الحمام,32.53543381867603,-9.28025644272565,,
إبيس - Ibis,35.85886622734647,-5.346276909112927,,
Tres piedras,35.80729845919963,-5.3508192300796455,,
سد ادريس الأول ,34.15001674873071,-4.74210429936647,,
سد باب لوط,34.01515694806268,-4.327106215059754,,
اقصري,32.5675950524984,-9.250972419977181,,
بوقنادل-Bouknadel,35.79343524283407,-5.803587511181827,,
كاب سبارتيل-Cap spartel,35.84579445614969,-5.570506229996677,,
سد إمي الخنك - B.Imi el kheng,30.67395199999999,-8.545570999999994,,
Azembay,33.376669372980395,-8.258662372827523,,
بي اسيكوي-Beysekwi,29.34957836784124,-10.194677822291844,,
بومرسال - Bomersal,29.349739100770844,-10.194591991603366,,
الكوشطة-El coshta,23.6877529923947,-15.935465432703479,,
حجرة صفيحة-Sefiha,35.686469877456155,-5.294198803603645,,
تاما وانزا -Tamawanza,30.495024314596108,-9.677625708281987,,
لامارين - Lamarine,23.633502369218416,-16.001150384545312,,
الدار الحمراء-Playa khira,23.687342494502584,-15.972913093864902,,
سد وادي المالح,33.499786833769775,-7.337635718286035,,
الحجرة الكحلة,33.51682907611283,-7.86621965467929,,
بلاكباص-Black bass,33.506673240821954,-7.342507615685456,,
يمين الحسن 2,33.60972178774714,-7.622387744486327,,
تلات إخس-Talat ikhess,29.40242098829319,-10.160064920783036,,
Tagont gzira,29.448486319252936,-10.119786523282519,,
ضاية حريزي-Dayt harizi,33.42441799020502,-8.104775659739964,,
واد بوليس-Wad bolis,33.468788146453974,-7.989119477570052,,
حجرة طنجاوة-Hajrat tanjawa,35.91493688761074,-5.456934124231334,,
طرفاية - Post 5,27.87733737839989,-12.989149354398236,,
عجب الله,28.107771936900278,-12.037551552057256,,
Sougatour,35.09530643616769,-2.254414446651934,,
النفخات-Nefakhat,28.535628279160022,-11.296658031642425,,
باعليوة - Ba aliwa,28.518165800166283,-11.318410411477078,,
جوفان - Jofan,30.47262459456701,-9.669562652707093,,
منارة البحرية-Menara,33.61755040227038,-7.561617605388157,,
وراء الميناء,35.83931918830727,-5.578465349972243,,
سد الحسن الداخل,32.010947112894996,-4.4542777910828555,,
البحارة - El behara,34.82334870056975,-6.326530091464514,,
ساريج - Sarij,33.60794895652196,-7.575601972639554,,
اوﻻد صخر-Awlad sakher,35.05513088688345,-6.222058720886703,,
اوﻻد مصبح-Awlad mesbah,34.84250466638301,-6.31578784435987,,
شاطئ ايسري - Isri,35.22125163046318,-3.914404772222039,,
جبل سيدهم عابد,35.255919915718046,-3.9161341264843896,,
بين الجزيرتين,35.15182758093461,-4.364860653877254,,
شرق صبدية,35.25876991981413,-3.94074238836765,,
باب الميناء-Kimado,35.24622422356802,-3.9196632429957354,,
عركوب جديد-Argoub jdid,23.53376160984424,-15.937330909073337,,
أبلاغ - Ablagh,27.268737060412416,-13.34031756967305,,
طالبي - Talbi,27.238993171756356,-13.363021463155738,,
المكراد - El megarad,33.96474774691902,-6.914201080799096,,
طبيلات - Tbylat,33.70806300782176,-7.377446740865699,,
القلعة - El kalaa,33.73701994877086,-7.330032661557192,,
الرابوز - Erraboz,33.72334860427069,-7.3451720550656265,,
باركو بليبيلات-Barko bliblat,27.522036757730586,-13.225832507014262,,
جريف الروك-Jeryaf rock,27.25078640546803,-13.354051485657683,,
سيدهم علي-Cd ali,29.38898628669238,-10.172302499413483,,
فم الواد 2-Foum elwad 2,27.114772800524033,-13.417887724935998,,
فم الواد 1-Foum elwad 1,27.196212693136893,-13.387344405055034,,
تاڭاديرت - Tagadirt,29.615133214600846,-10.024352185428135,,
شبه الجزيرة,29.58230113182953,-10.049312487244597,,
دار البيلوط,33.61099840469514,-7.604183256626124,,
Liwara,34.73159281920463,-6.37410175055265,,
المكطع-Lamgattaa,33.48413633706703,-7.929271012544625,,
الهويرة-Lahwira,33.454471401446504,-8.015695139765732,,
Byt ali,33.4777934638427,-7.9689653590321505,,
تيتانيك - Titanic,33.47975772922913,-7.945055142045012,,
بيت الحواتا-Byt el hewata,33.2971675683998,-8.370540998876088,,
تالعينت - Dwira,30.133911392739233,-9.653720185160626,,
حاسي احمد - Anou hmad,30.156991360964973,-9.645533747971049,,
المالح - El maleh,32.115073085858626,-9.320625364780419,,
البلوكات - El blokat,33.62048197090332,-7.591516524553294,,
الطابلا - Tabla,28.322640509102655,-11.492337249219407,,
التعلية السيد,34.059390140105464,-6.818639002740377,,
طابلة - Tabla,34.05899599488285,-6.819285079836841,,
سكليرة ,32.536168442659125,-9.281034618616095,,
راس العين-Ras el ain,31.82267099081152,-8.611542508006089,,
سيدهم شيكر-Cd chiker,31.96773213463034,-8.44915319234132,,
جرف مايل-Jorf mayl,26.902512466306014,-13.48907656967639,,
فم الواد-Foum el wad,27.179181204326518,-13.396690227091302,,
مرسى - Port,35.46510121348759,-6.0415021330118135,,
اقامور - Akamor,29.571442405235956,-10.054451934993262,,
القوادس,35.11660721424505,-2.3167989403009397,,
مارينا القديمة,35.113608233356864,-2.292862571775911,,
البلايا - Playa,32.21824223330716,-9.250982813537114,,
السعادة - Saada,34.02849126323552,-6.846553757786746,,
واد ابي رقراق,34.00604945050966,-6.812099106609815,,
Dhar el fakron,34.050795469734865,-6.826515644788737,,
بئر الطويل-Bir twil,31.979900678240355,-9.400593414902682,,
العريمة - Laarima,31.957982484202965,-9.424464069306842,,
بياضة - Byada,35.21361172256685,-6.116689816117281,,
Sardex,32.28039963583505,-9.249947480857363,,
اطلانتيكو  - Atlantico,35.19402275147524,-6.169097833335394,,
كالتة الرحيل -Galtat rahil,34.19062059609651,-4.798191301524636,,
الدردارة - Derdara,34.19887246006786,-4.79034516960382,,
الحجر المكرد,33.96278175652619,-6.9167324155569,,
الحجرة المزعزعة,33.958918049804744,-6.922720111906524,,
عنق الجمل,33.692448030183954,10.98088692873716,,
لباريال - Baryal,33.60919628070215,-7.650086581706993,,
عين فيتال-Ain vital,33.547044648278415,-5.110907703638072,,
جزيرة حبيبس - Habibas,35.724547999999984,-1.131645999999999,,
مرجانة - Marjana,27.230410069189528,-13.368133082985867,,
مغارة هرقل,35.75963112160713,-5.9396338462829545,,
Pili grosa,35.21976051891687,-6.143445186316962,,
ميناء القالة-Kala port,36.8991619460124,8.421741016209118,,
البرغليه,33.32642791700532,35.23890629410744,,
دو تاڭانت - Dou tagant,31.120633660567133,-9.836253896355618,,
تمقضوعت - Tamakdot,31.098872200006877,-9.828566014766682,,
واد تفني - Wad tafani,31.08994588657379,-9.819595701992503,,
ايروضان - Irodan,31.100257970047874,-9.83603797852992,,
تافة - Tafa,31.538057227275146,-9.748834669589987,,
العوالة  - El Awala,31.530824812611996,-9.750778935849661,,
بلايا رنكون-Playa Rinkon,35.6879858596578,-5.323260203003879,,
Kabila plage,35.72178556661337,-5.336295068264003,,
سد اسمير - Sad Asmir,35.683419852925944,-5.383019484579558,,
كازنو بلاج-Casino Plage,33.93242215573352,-6.954629011452191,,
المريسات - El mrysat,35.78684174550213,-5.930209569633003,,
برج السلوم-Borj Selloum,32.53545784456507,-9.279965423047537,,
تيمجاط - Timjjat,35.18699900522227,-4.213833846151825,,
Ras ô fadar,35.18551521115572,-4.2145550251007045,,
ازرو وغير-Azro waghir,35.185267224463495,-4.226879775524134,,
Ras n median,35.189928425647764,-4.206866472959515,,
Tachoket,35.198229748806796,-4.178034067153928,,
تهدارت - Tahdart,35.56450780968548,-6.000231653451915,,
فم الواد المحمدية,33.70450406578341,-7.411933243274681,,
تامسنا - Tamsna,33.20217864003497,-7.086109220981593,,
قنطرة تهدارة,35.58285553305354,-5.987531393766399,,
المسيد العوينة - Laaouina,26.553655331712193,-13.850255124270902,,
واد الفيران-Wad lfiran,26.45811107793248,-14.006493799388393,,
الديبو اوكنيت - Dibou,26.474001321117694,-13.97318948060273,,
الكاياص تويزريت,26.433212564246205,-14.090848602354518,,
السبخة - Sabkha,26.264863186695532,-14.385030604898915,,
واد العبيد - Wad laabid,32.10643535824496,-6.485143192112441,,
المدخل - El madkhal,33.80562592322248,-7.1901504322886405,,
السواقي - Esswaki,33.78299521847923,-7.2596769779920525,,
مقيطيعة - Mkitiaa,33.43618135275049,-8.07410225272178,,
واد زعاكرة-Wad zeaakra,33.43687242624436,-8.070022948086255,,
سيدهم عبد الله بلحاج,33.620495651323154,-7.545981667935841,,
ايد طالب-Id Taleb Plage,29.792886954301977,-9.847942292690266,,
ميناء كلا ايريس,35.15074612470504,-4.370126836001869,,
الترشا دعلي,35.15114581286429,-4.349536858499047,,
بلاج رمود-Plage Ermod,35.24427766238583,-3.9659367129206626,,
سبعة دلبيبان-Sebaat biban,35.1576713078732,-4.328924082219596,,
Torres,35.15880310795413,-4.32389091700315,,
Ouled Barjal,34.30997531955295,-6.644291728734966,,
الدالية - Eddalya,35.902699426642755,-5.486216805875297,,
الجزيرة الصغيرة,31.509751343103588,-9.77771904319524,,
واد القصب - Wad lagseb,31.48642960132268,-9.769919849932187,,
بحر اسفي,31.52143689799309,-9.76115975528955,,
توتة - Toota,32.8672099278234,-8.876064643263808,,
لعلوا - El Alwa,28.24120851535368,-11.704290434718121,,
الكاما - El Kama,28.6278567183818,-11.192540712654582,,
الفرما - El farma,26.619620709490924,-13.720645420253266,,
كاناري - Kanari,26.559053582824927,-13.838784322142589,,
مصيد - Masyad,26.557696546396027,-13.842259459197507,,
Ghargat,27.922122289568993,-12.95895840972661,,
السلاح - Sellah,32.25484717359803,-9.263583160936825,,
اد بلحاج - Id belhaj,29.599691905034092,-10.03210544586181,,
إغرمان سيحل-Igherman sihel,29.605953307032152,-10.030175261199467,,
شورافة - Chorafa,29.609016381210605,-10.026549920439711,,
زنزاغ - Zenzagh,32.23403145563082,-9.256485700607291,,
شاطئ مدينة اسفي-Asfi Plage,32.317891876852194,-9.252190142869944,,
شاطئ راس الافعى,32.320643917959714,-9.258453771471968,,
بن كرارة-Ben grara,32.372403703496275,-9.287252649664872,,
افرني - Aferni,30.696023072871732,-9.874009341001504,,
اكنيون - Akniwn,31.01958038949148,-9.813166111707678,,
دافيد - David,33.78224923010401,-7.2645964846014905,,
